WA2_ADJ;Krasnoyarsk;Krasnoyarsk;Krasnoyarsk;;;;;;;;;;;x;
WA2;Krasnoyarsk;Krasnoyarsk;Krasnoyarsk;;;;;;;;;;;x;
WA2_proletarian_dictatorship;Krasnoyarsk;Krasnoyarsk;Krasnoyarsk;;;;;;;;;;;x;
WA2_presidential_dictatorship;Krasnoyarsk;Krasnoyarsk;Krasnoyarsk;;;;;;;;;;;x;
WA2_bourgeois_dictatorship;Krasnoyarsk;Krasnoyarsk;Krasnoyarsk;;;;;;;;;;;x;
WA2_fascist_dictatorship;Krasnoyarsk;Krasnoyarsk;Krasnoyarsk;;;;;;;;;;;x;
WA2_absolute_monarchy;Krasnoyarsk;Krasnoyarsk;Krasnoyarsk;;;;;;;;;;;x;
WA2_prussian_constitutionalism;Krasnoyarsk;Krasnoyarsk;Krasnoyarsk;;;;;;;;;;;x;
WA2_hms_government;Krasnoyarsk;Krasnoyarsk;Krasnoyarsk;;;;;;;;;;;x;
WA2_democracy;Krasnoyarsk;Krasnoyarsk;Krasnoyarsk;;;;;;;;;;;x;
WA2_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
WA2_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
WA2_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
WA2_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
WA2_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
WA2_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
WA2_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
WA2_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
WA2_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
