MAL_ADJ;Mali;Mali;Mali;;;;;;;;;;;x;
MAL;Mali;Mali;Mali;;;;;;;;;;;x;
MAL_proletarian_dictatorship;Mali;Mali;Mali;;;;;;;;;;;x;
MAL_presidential_dictatorship;Mali;Mali;Mali;;;;;;;;;;;x;
MAL_bourgeois_dictatorship;Mali;Mali;Mali;;;;;;;;;;;x;
MAL_fascist_dictatorship;Mali;Mali;Mali;;;;;;;;;;;x;
MAL_absolute_monarchy;Mali;Mali;Mali;;;;;;;;;;;x;
MAL_prussian_constitutionalism;Mali;Mali;Mali;;;;;;;;;;;x;
MAL_hms_government;Mali;Mali;Mali;;;;;;;;;;;x;
MAL_democracy;Mali;Mali;Mali;;;;;;;;;;;x;
MAL_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
MAL_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
MAL_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
MAL_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
MAL_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
MAL_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
MAL_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
MAL_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
MAL_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
