MOZ_ADJ;Mozambique;Mozambique;Mozambique;;;;;;;;;;;x;
MOZ;Mozambique;Mozambique;Mozambique;;;;;;;;;;;x;
MOZ_proletarian_dictatorship;Mozambique;Mozambique;Mozambique;;;;;;;;;;;x;
MOZ_presidential_dictatorship;Mozambique;Mozambique;Mozambique;;;;;;;;;;;x;
MOZ_bourgeois_dictatorship;Mozambique;Mozambique;Mozambique;;;;;;;;;;;x;
MOZ_fascist_dictatorship;Mozambique;Mozambique;Mozambique;;;;;;;;;;;x;
MOZ_absolute_monarchy;Mozambique;Mozambique;Mozambique;;;;;;;;;;;x;
MOZ_prussian_constitutionalism;Mozambique;Mozambique;Mozambique;;;;;;;;;;;x;
MOZ_hms_government;Mozambique;Mozambique;Mozambique;;;;;;;;;;;x;
MOZ_democracy;Mozambique;Mozambique;Mozambique;;;;;;;;;;;x;
MOZ_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
MOZ_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
MOZ_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
MOZ_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
MOZ_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
MOZ_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
MOZ_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
MOZ_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
MOZ_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
