ALK_ADJ;West Alaskan;West Alaskan;West Alaskan;;;;;;;;;;;x;
ALK;West Alaska;West Alaska;West Alaska;;;;;;;;;;;x;
ALK_proletarian_dictatorship;West Alaska;West Alaska;West Alaska;;;;;;;;;;;x;
ALK_presidential_dictatorship;West Alaska;West Alaska;West Alaska;;;;;;;;;;;x;
ALK_bourgeois_dictatorship;West Alaska;West Alaska;West Alaska;;;;;;;;;;;x;
ALK_fascist_dictatorship;West Alaska;West Alaska;West Alaska;;;;;;;;;;;x;
ALK_absolute_monarchy;West Alaska;West Alaska;West Alaska;;;;;;;;;;;x;
ALK_prussian_constitutionalism;West Alaska;West Alaska;West Alaska;;;;;;;;;;;x;
ALK_hms_government;West Alaska;West Alaska;West Alaska;;;;;;;;;;;x;
ALK_democracy;West Alaska;West Alaska;West Alaska;;;;;;;;;;;x;
ALK_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
ALK_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
ALK_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
ALK_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
ALK_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
ALK_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
ALK_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
ALK_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
ALK_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
